FoodID,YieldID,YieldAmount,YieldDateofEntry,,,,
2964,985,31,2004-08-18,,,,
2973,921,37,2004-08-12,,,,
2973,985,75,2004-08-18,,,,
2975,921,38,2004-08-12,,,,
2975,985,77,2004-08-18,,,,
2980,985,26,2004-08-18,,,,
2982,985,29,2004-08-18,,,,
2992,684,78,1997-05-01,,,,
2994,684,55,2002-08-06,,,,
3001,684,91,2002-08-06,,,,
3005,684,78,1997-05-01,,,,
3007,684,78,1997-05-01,,,,
3010,684,78,1997-05-01,,,,
3012,684,78,1997-05-01,,,,
3015,684,77,1997-05-01,,,,
3022,684,79,1997-05-01,,,,
3027,684,78,1997-05-01,,,,
3030,684,78,1997-05-01,,,,
3032,684,78,1997-05-01,,,,
3035,684,77,1997-05-01,,,,
3037,684,78,1997-05-01,,,,
3040,684,78,1997-05-01,,,,
3042,684,79,1997-05-01,,,,
3044,684,78,1997-05-01,,,,
3053,684,78,1997-05-01,,,,
3057,684,78,1997-05-01,,,,
3063,684,78,1997-05-01,,,,
3067,684,78,1997-05-01,,,,
3076,683,78,1997-05-01,,,,
3078,684,78,1997-05-01,,,,
3090,684,78,1997-05-01,,,,
3094,671,134,2004-01-12,,,,
3103,642,3,1997-05-01,,,,
3109,502522,68,2014-02-10,,,,
3120,683,48,1997-05-01,,,,
3134,684,78,1997-05-01,,,,
3135,684,78,1997-05-01,,,,
3136,684,78,1997-05-01,,,,
3137,684,78,1997-05-01,,,,
3138,684,78,1997-05-01,,,,
3139,684,93,1997-05-01,,,,
3140,684,78,1997-05-01,,,,
3141,684,78,1997-05-01,,,,
3142,684,78,1997-05-01,,,,
3143,684,78,1997-05-01,,,,
3144,684,78,1997-05-01,,,,
3145,684,78,1997-05-01,,,,
3146,684,78,1997-05-01,,,,
3147,684,78,1997-05-01,,,,
3148,684,78,1997-05-01,,,,
3151,684,78,1997-05-01,,,,
3152,684,78,1997-05-01,,,,
3153,684,78,1997-05-01,,,,
3155,684,78,1997-05-01,,,,
3156,684,78,1997-05-01,,,,
3157,684,78,1997-05-01,,,,
3158,684,78,1997-05-01,,,,
3159,684,78,1997-05-01,,,,
3160,684,78,1997-05-01,,,,
3161,684,78,1997-05-01,,,,
3162,684,78,1997-05-01,,,,
3163,684,78,1997-05-01,,,,
3164,684,78,1997-05-01,,,,
3165,684,77,1997-05-01,,,,
3166,684,113,2002-08-06,,,,
3168,684,78,1997-05-01,,,,
3169,684,78,1997-05-01,,,,
3170,684,78,1997-05-01,,,,
3171,684,78,2002-08-06,,,,
3172,670,131,1997-05-01,,,,
3179,684,90,1997-05-01,,,,
3181,684,90,1997-05-01,,,,
3183,684,90,1997-05-01,,,,
3185,684,90,1997-05-01,,,,
3187,684,78,1997-05-01,,,,
3193,684,90,1997-05-01,,,,
3195,684,78,1997-05-01,,,,
3199,684,78,1997-05-01,,,,
3206,684,90,1997-05-01,,,,
3215,684,78,1997-05-01,,,,
3220,684,78,1997-05-01,,,,
3227,684,79,1997-05-01,,,,
3228,684,79,1997-05-01,,,,
3243,921,42,2004-08-12,,,,
3243,1591,40,2007-12-04,,,,
3252,921,34,2004-08-12,,,,
3252,1591,40,2007-12-04,,,,
3255,921,32,2004-08-12,,,,
3255,1591,40,2007-12-04,,,,
3257,921,32,2004-08-12,,,,
3257,1591,40,2007-12-04,,,,
3259,921,32,2004-08-12,,,,
3259,1591,40,2007-12-04,,,,
3267,921,33,2004-08-12,,,,
3267,1591,40,2007-12-04,,,,
3269,921,31,2004-08-12,,,,
3269,1591,40,2007-12-04,,,,
3272,921,31,2004-08-12,,,,
3272,1591,40,2007-12-04,,,,
3274,921,32,2004-08-12,,,,
3274,1591,40,2007-12-04,,,,
3280,921,20,2004-08-12,,,,
3280,1591,40,2007-12-04,,,,
3282,921,20,2004-08-12,,,,
3282,1591,40,2007-12-04,,,,
3286,921,35,2004-08-12,,,,
3286,1591,40,2007-12-04,,,,
3288,921,38,2004-08-12,,,,
3288,1591,40,2007-12-04,,,,
3291,921,32,2004-08-12,,,,
3291,1591,40,2007-12-04,,,,
3293,921,30,2004-08-12,,,,
3293,1591,40,2007-12-04,,,,
3295,921,32,2004-08-12,,,,
3295,1591,40,2007-12-04,,,,
3297,921,40,2004-08-12,,,,
3297,1591,40,2007-12-04,,,,
3300,921,37,2004-08-12,,,,
3300,1591,40,2007-12-04,,,,
3303,1327,54,2010-04-28,,,,
3305,1327,54,2010-04-28,,,,
3307,1327,54,2010-04-28,,,,
3312,921,31,2004-08-12,,,,
3312,1591,40,2007-12-04,,,,
3334,921,31,2004-08-12,,,,
3334,1591,40,2007-12-04,,,,
3336,921,31,2004-08-12,,,,
3336,1591,40,2007-12-04,,,,
3376,921,31,2004-08-12,,,,
3376,1591,40,2007-12-04,,,,
3380,921,32,2004-08-12,,,,
3380,1591,40,2007-12-04,,,,
3381,921,32,2004-08-12,,,,
3381,1591,40,2007-12-04,,,,
3383,921,33,2004-08-12,,,,
3383,1591,40,2007-12-04,,,,
3385,921,33,2004-08-12,,,,
3385,1591,40,2007-12-04,,,,
3387,921,31,2004-08-12,,,,
3387,1591,40,2007-12-04,,,,
3389,921,29,2004-08-12,,,,
3389,1591,40,2007-12-04,,,,
3392,921,37,2010-02-12,,,,
3392,1591,52,2010-02-12,,,,
3394,921,35,2004-08-12,,,,
3394,1591,40,2007-12-04,,,,
3396,1327,54,2010-04-28,,,,
3400,921,29,2004-08-12,,,,
3400,1591,40,2007-12-04,,,,
3423,683,41,1997-05-01,,,,
3425,683,63,1997-05-01,,,,
3429,683,28,1997-05-01,,,,
3433,683,48,1997-05-01,,,,
3445,683,54,1997-05-01,,,,
3446,683,38,1997-05-01,,,,
3452,683,32,1997-05-01,,,,
3460,683,45,1997-05-01,,,,
3479,683,60,1997-05-01,,,,
3480,683,72,1997-05-01,,,,
3482,683,49,1997-05-01,,,,
3484,683,36,1997-05-01,,,,
3486,683,63,1997-05-01,,,,
3488,683,37,1997-05-01,,,,
3490,683,30,1997-05-01,,,,
3492,683,57,1997-05-01,,,,
3494,683,48,1997-05-01,,,,
3495,683,76,1997-05-01,,,,
3496,683,51,1997-05-01,,,,
3497,683,49,1997-05-01,,,,
3498,683,35,1997-05-01,,,,
3500,683,53,1997-05-01,,,,
3502,683,34,1997-05-01,,,,
3504,683,45,1997-05-01,,,,
3506,683,35,2003-10-17,,,,
3508,683,46,1997-05-01,,,,
3510,683,42,1997-05-01,,,,
3512,683,64,1997-05-01,,,,
3514,683,60,1997-05-01,,,,
3515,683,65,1997-05-01,,,,
3516,683,67,1997-05-01,,,,
3517,683,79,1997-05-01,,,,
3519,683,59,1997-05-01,,,,
3520,683,65,1997-05-01,,,,
3521,683,54,1997-05-01,,,,
3522,683,77,1997-05-01,,,,
3523,683,64,1997-05-01,,,,
3524,683,41,1997-05-01,,,,
3525,683,50,1997-05-01,,,,
3526,683,58,2003-10-21,,,,
3527,683,35,2003-10-21,,,,
3528,683,46,1997-05-01,,,,
3530,683,39,1997-05-01,,,,
3531,683,53,1997-05-01,,,,
3533,683,36,1997-05-01,,,,
3534,683,47,1997-05-01,,,,
3536,683,42,1997-05-01,,,,
3537,683,58,2001-06-28,,,,
3539,683,40,1997-05-01,,,,
3540,683,55,2001-06-28,,,,
3541,683,79,1997-05-01,,,,
3542,683,45,1997-05-01,,,,
3543,683,62,1997-05-01,,,,
3544,683,75,1997-05-01,,,,
3545,683,42,1997-05-01,,,,
3546,683,60,1997-05-01,,,,
3548,683,41,1997-05-01,,,,
3549,683,54,1997-05-01,,,,
3551,683,38,1997-05-01,,,,
3552,683,52,1997-05-01,,,,
3554,683,45,1997-05-01,,,,
3555,683,59,1997-05-01,,,,
3557,683,40,1997-05-01,,,,
3558,683,55,1997-05-01,,,,
3560,683,58,1997-05-01,,,,
3562,683,66,1997-05-01,,,,
3564,682,75,1997-05-01,,,,
3566,682,61,1997-05-01,,,,
3568,682,69,1997-05-01,,,,
3570,682,75,1997-05-01,,,,
3572,682,75,1997-05-01,,,,
3574,682,75,1997-05-01,,,,
3576,682,75,1997-05-01,,,,
3578,682,75,1997-05-01,,,,
3580,682,75,1997-05-01,,,,
3582,682,75,1997-05-01,,,,
3584,682,75,1997-05-01,,,,
3586,682,75,1997-05-01,,,,
3588,682,75,1997-05-01,,,,
3590,682,69,1997-05-01,,,,
3591,682,88,2003-10-20,,,,
3593,682,69,1997-05-01,,,,
3594,682,66,1997-05-01,,,,
3596,682,66,1997-05-01,,,,
3597,682,88,1997-05-01,,,,
3599,682,69,1997-05-01,,,,
3601,683,76,1997-05-01,,,,
3602,683,53,1997-05-01,,,,
3604,683,75,1997-05-01,,,,
3605,683,73,1997-05-01,,,,
3607,683,42,1997-05-01,,,,
3609,683,44,1997-05-01,,,,
3611,683,56,1997-05-01,,,,
3613,683,41,1997-05-01,,,,
3615,683,74,1997-05-01,,,,
3616,683,71,1997-05-01,,,,
3618,683,69,2003-10-20,,,,
3619,683,68,2003-10-20,,,,
3621,683,84,1997-05-01,,,,
3623,683,66,1997-05-01,,,,
3626,683,51,1997-05-01,,,,
3628,683,53,1997-05-01,,,,
3630,683,65,1997-05-01,,,,
3632,683,76,1997-05-01,,,,
3636,683,56,1997-05-01,,,,
3638,683,56,1997-05-01,,,,
3640,683,69,1997-05-01,,,,
3650,683,59,1997-05-01,,,,
3651,683,58,2001-06-28,,,,
3653,683,41,1997-05-01,,,,
3655,683,36,1997-05-01,,,,
3657,683,54,2001-06-28,,,,
3659,683,42,2015-06-05,,,,
3661,683,62,2001-06-11,,,,
3663,683,60,2001-06-28,,,,
3665,683,45,1997-05-01,,,,
3667,683,42,1997-05-01,,,,
3679,1365,28,2004-08-12,,,,
3679,1502,31,2004-08-12,,,,
3681,1371,24,2004-08-12,,,,
3681,1372,48,2005-05-18,,,,
3683,1371,30,2004-08-12,,,,
3683,1372,60,2004-08-12,,,,
3683,1502,55,2004-08-12,,,,
3686,1365,44,2004-08-12,,,,
3686,1502,59,2004-08-12,,,,
3691,1502,23,2004-08-12,,,,
3691,1506,12,2004-08-12,,,,
3742,921,52,2004-08-12,,,,
3742,1504,49,2004-08-12,,,,
3745,1502,38,2004-08-12,,,,
3745,1513,38,2006-01-12,,,,
3750,1512,49,2004-08-12,,,,
3750,1513,43,2004-08-12,,,,
3755,1512,44,2004-08-12,,,,
3755,1513,43,2004-08-12,,,,
3757,1512,53,2004-08-12,,,,
3757,1513,43,2004-08-12,,,,
3764,1502,27,2004-08-12,,,,
3764,1516,27,2004-08-12,,,,
3769,1512,43,2004-08-12,,,,
3769,1513,43,2004-08-12,,,,
3771,1512,54,2004-08-12,,,,
3771,1514,45,2004-08-12,,,,
3774,1512,47,2004-08-12,,,,
3774,1513,43,2004-08-12,,,,
3788,1512,49,2004-08-12,,,,
3788,1513,43,2004-08-12,,,,
3790,1512,55,2004-08-12,,,,
3790,1513,43,2004-08-12,,,,
3795,1512,57,2004-08-12,,,,
3795,1513,52,2004-08-12,,,,
3797,1512,55,2004-08-12,,,,
3797,1513,43,2004-08-12,,,,
3805,1519,27,2004-08-12,,,,
3805,1520,31,2004-08-12,,,,
3814,1523,25,2004-08-12,,,,
3814,1524,18,2004-08-12,,,,
3816,1523,32,2004-08-12,,,,
3816,1524,53,2004-08-12,,,,
3833,1523,27,2004-08-12,,,,
3833,1524,20,2004-08-12,,,,
3835,1523,32,2004-08-12,,,,
3835,1524,40,2004-08-12,,,,
3840,1523,32,2004-08-12,,,,
3840,1524,40,2004-08-12,,,,
3850,1523,32,2004-08-12,,,,
3850,1524,40,2004-08-12,,,,
3917,1548,15,2004-08-12,,,,
3917,1549,55,2004-08-12,,,,
3926,1548,19,2004-08-12,,,,
3926,1549,37,2004-08-12,,,,
3931,1365,19,2004-08-12,,,,
3931,1551,19,2004-08-12,,,,
3933,1365,19,2004-08-12,,,,
3933,1551,19,2004-08-12,,,,
3937,1365,20,2004-08-12,,,,
3937,1551,25,2004-08-12,,,,
3939,1365,17,2004-08-12,,,,
3939,1551,17,2004-08-12,,,,
3968,1553,15,2004-08-12,,,,
3975,1554,13,2004-08-12,,,,
4070,921,52,2004-08-12,,,,
4070,1504,49,2004-08-12,,,,
4187,654,147,2003-11-25,,,,
4189,654,147,2003-11-25,,,,
4227,921,22,2007-05-21,,,,
4228,650,133,1997-05-01,,,,
4229,921,22,2007-05-21,,,,
4230,649,135,1997-05-01,,,,
4232,921,3,2007-05-21,,,,
4233,646,117,2003-11-25,,,,
4238,921,26,2007-05-21,,,,
4241,921,22,2007-05-21,,,,
4242,921,26,2007-05-21,,,,
4243,653,142,2003-11-25,,,,
4244,653,142,2003-11-25,,,,
4245,654,147,1997-05-01,,,,
4249,656,144,1997-05-01,,,,
4252,652,141,2003-11-25,,,,
4257,654,147,2003-11-25,,,,
4258,651,133,2003-11-25,,,,
4259,921,23,2007-05-21,,,,
4260,651,140,2003-11-25,,,,
4261,656,144,2003-11-25,,,,
4262,652,141,2003-11-25,,,,
4264,654,142,2003-11-25,,,,
4265,651,140,2003-11-25,,,,
4266,659,544,2003-11-25,,,,
4267,644,133,2003-11-25,,,,
4272,651,140,2003-11-25,,,,
4273,921,15,2007-05-21,,,,
4274,659,544,2004-02-02,,,,
4275,921,11,2007-05-21,,,,
4276,644,133,2003-11-25,,,,
4279,650,133,2003-11-25,,,,
4280,650,133,2003-11-25,,,,
4305,921,26,2007-05-21,,,,
4306,654,147,2003-11-25,,,,
4307,921,23,2007-05-21,,,,
4308,651,140,2003-11-25,,,,
4309,921,26,2007-05-21,,,,
4310,654,147,2003-11-25,,,,
4311,921,0,2001-04-25,,,,
4312,651,140,2003-11-25,,,,
4313,921,26,2007-05-21,,,,
4314,654,147,2003-11-25,,,,
4411,680,1,2004-03-11,,,,
4411,921,24,2004-08-12,,,,
4412,921,36,2004-08-12,,,,
4413,680,201,1997-05-01,,,,
4414,921,24,2004-08-12,,,,
4420,921,34,2004-08-12,,,,
4422,921,31,2004-08-12,,,,
4424,921,26,2004-08-12,,,,
4426,921,32,2004-08-12,,,,
4449,921,33,2004-08-12,,,,
4452,921,30,2004-08-12,,,,
4456,921,27,2004-08-12,,,,
4460,921,23,2004-08-12,,,,
4462,921,43,2004-08-12,,,,
4467,921,25,2004-08-12,,,,
4471,921,35,2004-08-12,,,,
4472,921,26,2004-08-12,,,,
4474,921,35,2004-08-12,,,,
4476,921,35,2004-08-12,,,,
4481,921,25,2004-08-12,,,,
4486,680,295,1997-05-01,,,,
4489,680,290,1997-05-01,,,,
4490,680,223,2003-08-22,,,,
4491,921,46,2004-08-12,,,,
4492,680,213,1997-05-01,,,,
4493,921,20,2004-08-12,,,,
4496,921,31,2004-08-12,,,,
4502,921,40,2004-08-12,,,,
4504,921,40,2004-08-12,,,,
4506,1342,27,2004-08-12,,,,
4508,921,27,2009-01-21,,,,
4510,921,32,2004-08-12,,,,
4512,921,20,2009-06-25,,,,
4513,921,39,2004-08-12,,,,
4515,921,26,2004-08-12,,,,
4516,921,26,2004-08-12,,,,
4518,921,26,2004-08-12,,,,
4521,921,39,2004-08-12,,,,
4522,921,26,2004-08-12,,,,
4524,1342,27,2004-08-12,,,,
4526,921,26,2004-08-12,,,,
4733,1390,12,2004-08-12,,,,
4746,683,73,2001-08-15,,,,
4758,683,72,2001-08-15,,,,
4776,1591,28,2004-08-18,,,,
4777,1591,25,2004-08-18,,,,
4778,1591,25,2004-08-18,,,,
4782,683,55,2000-12-13,,,,
4784,683,33,2000-12-13,,,,
4786,683,57,2000-12-13,,,,
4791,683,77,2000-12-13,,,,
4792,683,52,2000-12-13,,,,
4795,683,49,2003-10-20,,,,
4800,683,58,2003-10-20,,,,
4810,683,53,2003-10-20,,,,
4812,683,37,2003-10-20,,,,
4814,683,56,2003-10-20,,,,
4815,683,74,2003-10-20,,,,
4816,683,49,2003-10-20,,,,
4818,683,51,2003-10-20,,,,
4820,683,51,2003-10-20,,,,
4823,1512,55,2004-08-12,,,,
4823,1513,43,2004-08-12,,,,
4839,686,62,2000-12-20,,,,
4839,1642,43,2006-11-01,,,,
4840,686,49,2000-12-20,,,,
4840,1643,35,2006-11-01,,,,
4841,686,39,2003-12-16,,,,
4841,1643,35,2006-11-01,,,,
4869,921,37,2010-02-12,,,,
4869,1591,52,2010-02-12,,,,
4875,686,47,2000-12-20,,,,
4875,1642,42,2006-11-01,,,,
4903,921,21,2011-05-05,,,,
4903,985,42,2004-08-12,,,,
4904,921,19,2011-05-05,,,,
4904,985,39,2004-08-12,,,,
4905,921,11,2004-08-12,,,,
4983,1591,7,2004-08-18,,,,
4988,682,78,2006-04-13,,,,
4989,682,78,2006-04-13,,,,
4991,1548,15,2004-08-12,,,,
4991,1549,33,2004-08-12,,,,
4993,682,78,2006-04-13,,,,
4995,683,65,2001-02-28,,,,
4997,683,67,2001-03-07,,,,
4998,683,68,2001-03-07,,,,
5009,683,67,2001-03-19,,,,
5010,683,59,2001-03-19,,,,
5011,683,62,2001-03-20,,,,
5081,1582,46,2009-05-22,,,,
5082,1582,38,2009-05-22,,,,
5084,1582,38,2009-05-22,,,,
5088,1582,38,2009-05-22,,,,
5143,1582,40,2007-09-28,,,,
5173,686,144,2010-03-16,,,,
5175,686,36,2010-03-16,,,,
5176,686,60,2010-03-16,,,,
5178,686,96,2010-03-16,,,,
5179,686,27,2010-03-16,,,,
5180,686,113,2010-03-15,,,,
5180,922,52,2010-03-15,,,,
5180,1644,79,2010-03-15,,,,
5181,686,24,2010-03-16,,,,
5181,922,36,2010-03-16,,,,
5181,1644,66,2010-03-16,,,,
5182,686,42,2010-03-16,,,,
5182,922,48,2010-03-16,,,,
5182,1644,71,2010-03-16,,,,
5184,686,66,2010-03-16,,,,
5184,922,44,2010-03-16,,,,
5184,1644,69,2010-03-16,,,,
5185,686,19,2010-03-16,,,,
5185,922,29,2010-03-16,,,,
5185,1644,73,2010-03-16,,,,
5186,686,26,2010-03-16,,,,
5186,922,41,2010-03-16,,,,
5187,686,39,2010-03-16,,,,
5188,686,65,2010-03-16,,,,
5189,686,46,2010-03-16,,,,
5189,922,55,2010-03-16,,,,
5204,683,41,2001-06-12,,,,
5205,683,77,2001-06-28,,,,
5207,683,44,2001-06-28,,,,
5209,686,335,2001-06-20,,,,
5211,683,58,2001-06-28,,,,
5216,683,38,2001-06-28,,,,
5222,683,35,2001-06-28,,,,
5231,1582,35,2007-09-28,,,,
5335,686,313,2004-05-12,,,,
5339,985,132,2014-12-02,,,,
5347,921,19,2011-05-05,,,,
5347,985,39,2014-06-02,,,,
5348,985,1,2015-03-20,,,,
5350,985,1,2015-03-19,,,,
5384,683,69,2014-07-22,,,,
5567,1642,63,2006-11-01,,,,
5568,1642,56,2006-11-01,,,,
5570,1642,42,2006-11-01,,,,
5714,985,3,2004-08-12,,,,
5715,682,75,2006-04-13,,,,
5716,681,75,2006-04-13,,,,
5717,682,78,2006-04-13,,,,
5717,683,1,2004-06-09,,,,
5718,682,78,2006-04-13,,,,
5718,683,1,2004-06-09,,,,
5719,682,78,2006-04-13,,,,
5720,682,78,2006-04-13,,,,
5720,683,1,2004-06-09,,,,
5721,682,78,2006-04-13,,,,
5724,683,71,2006-04-13,,,,
5725,683,77,2006-04-13,,,,
5726,683,76,2006-04-13,,,,
5727,683,74,2006-04-13,,,,
5732,683,74,2006-04-13,,,,
5733,683,76,2006-04-13,,,,
5855,921,19,2011-05-05,,,,
5855,985,39,2011-05-05,,,,
5856,921,19,2011-05-05,,,,
5856,985,39,2011-05-05,,,,
5948,682,56,2006-06-22,,,,
5949,682,56,2006-06-22,,,,
5955,681,62,2006-06-22,,,,
5982,682,55,2006-06-22,,,,
5983,682,55,2006-06-22,,,,
5984,681,55,2006-06-22,,,,
5989,682,56,2006-06-22,,,,
5990,682,56,2006-06-22,,,,
5994,682,65,2006-06-22,,,,
5996,682,65,2006-06-22,,,,
6000,682,57,2006-06-22,,,,
6002,682,57,2006-06-22,,,,
6023,682,60,2006-06-22,,,,
6025,682,60,2006-06-22,,,,
6029,682,68,2006-06-22,,,,
6031,682,68,2006-06-22,,,,
6035,682,55,2006-06-22,,,,
6036,682,55,2006-06-22,,,,
6037,682,55,2006-06-22,,,,
6042,682,67,2006-06-22,,,,
6043,682,67,2006-06-22,,,,
6044,682,67,2006-06-22,,,,
6048,682,56,2006-06-22,,,,
6049,682,65,2006-06-22,,,,
6050,682,56,2006-06-22,,,,
6064,682,69,2006-06-22,,,,
6065,682,69,2006-06-22,,,,
6069,682,71,2006-06-22,,,,
6071,682,71,2006-06-22,,,,
6081,681,70,2006-06-22,,,,
6082,681,70,2006-06-22,,,,
6092,682,64,2006-06-22,,,,
6093,682,64,2006-06-22,,,,
6094,682,64,2006-06-22,,,,
6098,682,53,2006-06-22,,,,
6105,682,68,2006-06-22,,,,
6110,682,69,2006-06-22,,,,
6111,682,69,2006-06-22,,,,
6112,682,69,2006-06-22,,,,
6117,682,71,2006-06-22,,,,
6118,682,71,2006-06-22,,,,
6120,683,72,2006-06-21,,,,
6122,683,70,2006-06-21,,,,
6126,682,68,2006-06-23,,,,
6128,682,68,2006-06-23,,,,
6132,682,64,2006-06-23,,,,
6134,682,64,2006-06-23,,,,
6140,682,74,2006-06-23,,,,
6144,682,72,2006-06-23,,,,
6145,682,72,2006-06-23,,,,
6146,682,72,2006-06-23,,,,
6150,682,69,2006-06-23,,,,
6152,682,69,2006-06-23,,,,
6156,682,62,2006-06-23,,,,
6160,683,82,2006-07-12,,,,
6162,683,71,2006-07-12,,,,
6276,1582,30,2007-09-28,,,,
501585,921,32,2009-03-26,,,,
501585,1582,40,2009-03-26,,,,
501624,458,1,2009-03-27,,,,
501625,458,1,2009-03-27,,,,
501654,921,37,2009-03-30,,,,
501654,985,74,2009-03-30,,,,
501658,1044,196,2009-04-08,,,,
501914,1582,29,2009-05-22,,,,
501916,1591,31,2009-05-22,,,,
501918,1582,38,2009-05-22,,,,
501923,1582,38,2009-05-22,,,,
502025,681,100,2010-09-30,,,,
502069,686,109,2010-03-05,,,,
502069,1643,70,2010-03-05,,,,
502069,502455,50,2010-03-05,,,,
502070,686,26,2010-03-22,,,,
502070,1643,71,2010-03-22,,,,
502070,502455,39,2010-03-22,,,,
502071,686,41,2010-03-22,,,,
502071,1643,71,2010-03-22,,,,
502071,502455,46,2010-03-22,,,,
502072,686,67,2010-03-22,,,,
502072,1643,71,2010-03-22,,,,
502072,502455,43,2010-03-22,,,,
502073,686,19,2010-03-22,,,,
502073,1643,69,2010-03-22,,,,
502073,502455,30,2010-03-22,,,,
502074,686,156,2010-03-04,,,,
502075,686,37,2010-03-04,,,,
502076,686,58,2010-03-04,,,,
502077,686,95,2010-03-04,,,,
502078,686,27,2010-03-04,,,,
502079,686,42,2010-03-22,,,,
502080,686,65,2010-03-22,,,,
502081,686,147,2010-03-22,,,,
502082,686,96,2010-03-22,,,,
502083,686,38,2010-03-22,,,,
502084,686,58,2010-03-22,,,,
502085,686,27,2010-03-23,,,,
502085,502455,41,2010-03-23,,,,
502086,686,46,2010-03-24,,,,
502086,502455,53,2010-03-24,,,,
502087,686,110,2010-03-24,,,,
502087,1644,74,2010-03-24,,,,
502087,502455,51,2010-03-24,,,,
502088,686,67,2010-03-24,,,,
502088,1644,69,2010-03-24,,,,
502088,502455,43,2010-03-24,,,,
502089,686,25,2010-03-24,,,,
502089,1644,65,2010-03-24,,,,
502089,502455,36,2010-03-24,,,,
502090,686,42,2010-03-24,,,,
502090,1644,1,2010-03-24,,,,
502090,502455,47,2010-03-24,,,,
502091,686,27,2010-03-22,,,,
502092,686,19,2010-03-24,,,,
502092,1644,71,2010-03-24,,,,
502092,502455,29,2010-03-24,,,,
502093,686,28,2010-03-17,,,,
502093,502455,44,2010-03-19,,,,
502094,686,45,2010-03-19,,,,
502094,502455,54,2010-03-19,,,,
502098,686,41,2010-03-05,,,,
502099,686,67,2010-03-05,,,,
502100,686,47,2010-03-05,,,,
502101,686,28,2010-03-16,,,,
502101,502455,38,2010-03-16,,,,
502102,686,43,2010-03-05,,,,
502103,686,25,2010-03-16,,,,
502103,1644,34,2010-03-16,,,,
502103,502455,34,2010-03-16,,,,
502104,686,64,2010-03-05,,,,
502105,686,46,2010-03-16,,,,
502105,502455,53,2010-03-16,,,,
502106,686,58,2010-03-05,,,,
502107,686,42,2010-03-16,,,,
502107,1644,73,2010-03-16,,,,
502107,502455,48,2010-03-16,,,,
502108,686,13,2010-03-24,,,,
502108,1644,85,2010-03-24,,,,
502108,502455,21,2010-03-24,,,,
502109,686,15,2010-03-22,,,,
502546,683,92,2014-07-22,,,,
502547,683,85,2014-07-22,,,,
502552,683,87,2014-11-03,,,,
502554,681,1,2014-07-02,,,,
502559,683,1,2014-11-03,,,,
502565,681,1,2014-11-03,,,,
502567,683,81,2014-07-25,,,,
502569,681,1,2014-11-03,,,,
502571,683,90,2014-11-03,,,,
502572,683,1,2014-11-03,,,,
502574,683,88,2014-11-03,,,,
502575,683,1,2014-11-03,,,,
502582,683,1,2014-11-03,,,,
502584,683,1,2014-11-03,,,,
502587,681,1,2014-11-03,,,,
502589,683,94,2014-11-03,,,,
502593,683,1,2014-11-03,,,,
502596,683,64,2014-11-03,,,,
502652,985,135,2015-03-20,,,,
502659,985,131,2015-03-20,,,,
502662,985,132,2015-03-20,,,,
502665,985,1,2014-12-01,,,,
502667,985,1,2014-12-01,,,,
502673,985,132,2014-12-02,,,,
502693,1582,27,2014-09-12,,,,
502700,985,75,2014-10-20,,,,
502724,985,132,2015-03-17,,,,
502742,985,15,2015-01-29,,,,
